review_title,review_details,customer_name,review_timestamp,row_id,sentiment,categories,keywords,summary
Coffee and hash browns,"Coffee and hash brownsJust after 1pm today the 7/5/23 I ordered a lactose free latte 2 sugars extra hot, and 2 hash browns, the coffee didn't seem to have coffee beans and I ended up throwing it out very disappointed as its over $5 per cup I'm not sure if the machine is Brocken or not being cleaned the as it was my lunch break I went to eat the hash browns they were almost cold and stale, who would have thought there would be hash browns in the warmer at that time, I only get a 30 minute break. It looks like Hungry Jacks Albury will be now getting my business, but Macca's Lavington, Wodonga and Wodonga Homemaker are fine, I'm not sure what the problem is within the store. Please get this fixed. My order was 115",Karen,2y,367,negative,Food Quality | Price Value | Equipment Availability | Special Items,weak coffee | stale hash browns | expensive | equipment issues | cold food,"Overpriced, weak coffee and stale hash browns made lunch break disappointing."
1 star because I can't give 0,1 star because I can't give 0Incredibly expensive and not very appetising. Fast but not cheap,Kyrienne H.,2y,368,negative,Price Value | Food Quality,expensive | unappetizing | poor value proposition,Expensive and unappetizing despite fast service.
No Senior coffee!,No Senior coffee!I ordered a $6.90 deal and was you'd the deal was good enough and did not warrant a free senior coffee!,Mary,2y,369,negative,Price Value | Special Items,senior coffee excluded | deal conditions | overpriced deal,Senior coffee not included with deal despite high price.
Barista coffee...NOT,"Barista coffee...NOTThe last two purchases of coffee from the drive through in Noosa: 1)cup only 3/4 full, and then 2)a very cold coffee (even though ordered as Extra Hot). Not going back.",DBR,2y,370,negative,Food Temperature | Portion Size | Drive-Thru Experience,underfilled cup | cold coffee | extra hot not delivered,Drive-thru coffee consistently poor: underfilled cup and cold temperature despite extra hot request.
No coffee at Success Mc Donald's WA,No coffee at Success Mc Donald's WASuccess Mc Donald's WAHas no Coffee maybe being totally sustainable green.Messed up my order and had to wait for the manager to get a code as she wasn't with the storeThis was on drive through and had a big line up.,Perthect Plumbing,2y,371,negative,Order Accuracy | Drive-Thru Experience | Equipment Availability,no coffee available | order messed up | long line | manager intervention needed,"McDonald's lacked coffee stock and order was incorrect, requiring manager assistance during busy drive-thru."
I am getting a refund,I am getting a refundThe chips were cold and soggy I would not rate this a 5,Sam E.,2y,372,negative,Food Quality,cold chips | soggy | requesting refund,"Chips were cold and soggy, customer requested refund."
Ripped off yet again,Ripped off yet againGave McDonald's at Kellyville on Windsor Rd (near the Etta) one last go. Whether in store or via drive-thru there's always a wait and/or a problem with the order. Nobody cares. See picture of today's offering; large chips half empty and burger slapped together. Chips were OK but the bun was stale so threw half of the burger away. Hands down this has to be the worst Maccas in Australia.,Mel,2y,373,negative,Portion Size | Food Quality | Order Accuracy,half-empty large chips | stale bun | poor presentation | long waits,"Consistently poor service: undersized portions, stale bun, poorly assembled burger, long waits."
Bad service,Bad serviceIt wouldn’t print receipt then I waited 3 minute to find out I couldn’t get my frozen raspberry so I had to get a coke and they forgot about my vanilla soft serve I had to remind them,Dougal,2y,374,negative,Order Accuracy | Equipment Availability | Service Speed,receipt wouldn't print | frozen raspberry unavailable | forgotten vanilla soft serve,"Receipt printer failed, ordered item unavailable, and vanilla soft serve forgotten requiring reminder."
Blend your Frappa’s better!,"Blend your Frappa’s better!Twice now, I have ordered a large coffee frappe from Midland on seperate occasions and twice I have received a milky drink full of chunks of ice!",Kellie Stewart,2y,375,negative,Food Quality,poorly blended frappe | milky drink | chunks of ice | twice disappointed,"Large coffee frappes blended poorly twice, resulting in milky drinks full of ice chunks."
Staff too busy taking selfies out the back to serve,"Staff too busy taking selfies out the back to serveExtremely slow service. Food thrown in the bag for eat in. Staff taking selfies out the back, having fights with garbage bags, coughing into their hands and not washing, picking up items off the floor and not washing hands. Very dissatisfied. One younger staff member was working the entire time while others laughed and mucked about.",Jjbns,2y,376,negative,Service Speed | Staff Behavior | Cleanliness,extremely slow service | staff selfies | poor hygiene | coughing | food handling,"Extremely slow service with staff taking selfies, poor hygiene practices, and one staff member overworked."
"If you can’t cope with the demand, don’t offer drive through!","If you can’t cope with the demand, don’t offer drive through!I went through Reynella Drive-through on 15/4/23 at 1000 to quickly grab a coffee on my way to visit a friend. I thought it would be quick. There were two lines of cars absolutely jampacked trying to get through. This is really tricky because obviously they need more lanes , but there is no space for it. From the time I entered the drive through lane until when I actually received my COLD coffee was 25 minutes. At least in this situation McDonald’s need to put a sign up outside. That ... Read moresays there will be at least a 10 minute wait. Are you sure you want to enter this line, because once you’re in the line you actually can’t get out of it. I casually mentioned it to the staff member and she was extremely rude and then shut the window and didn’t give me an opportunity to respond. I let her know how long it had taken me to get this cup of coffee and she just responded abruptly, and then shut the window and I noticed the other team members after she had spoken to them with her back to me, well, then looking outside, I’m looking straight at me and laughing. The service was disgusting. I will never go back.",Carina B,2y,377,negative,Service Speed | Food Temperature | Staff Behavior | Drive-Thru Experience,25-minute wait | cold coffee | rude staff | jammed drive-thru | no warning signage,"25-minute drive-thru wait for cold coffee, rude staff response, overcrowded lanes without warning signage."
to long of a wait,to long of a waitIt took 50 minutes for 2 medium chocolate frappes and half an hour into the wait the employee who served me tried hurrying the frappes up but then got told to stop hurrying employees,Rori Radlingmayr,2y,378,negative,Service Speed,50-minute wait | two medium frappes | staff told to slow down,50-minute wait for two medium frappes; employee told to stop rushing despite long queue.
