reviewerID,asin,reviewerName,helpful,reviewText,overall,summary_x,unixReviewTime,reviewTime,row_id,sentiment,categories,keywords,summary_y
A2G12DY50U700V,B0002D0CLM,Ricky Shows,"[0, 0]",They play well and hold up well(never had one break) They are my second favorite pick. But this pick is better in some songs than my favorite.,4,"Dunlop Gel Picks, Light",1390953600,"01 29, 2014",932,positive,Pick Performance | Durability,plays well | holds up | never breaks | versatile,"Durable pick that plays well and never breaks, though suited to specific song types."
A2CCGGDGZ694CT,B0002D0CNA,b carney,"[0, 0]",For keeping your guitar picks where you can quickly grab them the Dunlop mic stand pick holder is EXTREMELY efficient and useful ESPECIALLY when performing live.Always great products and always dependable.I also own the guitar maintenance kits and the capo.Not one product has let me down yet.My capo is 8 years old.,4,Convenient,1341964800,"07 11, 2012",934,positive,Ease of Use,pick holder | quick access | live performance | reliable products,Mic stand pick holder is extremely efficient for live performance quick access.
A1P42OZ1MCNAHE,B0002D0CNA,Carter,"[0, 0]",Holds my picks in place nicely... snaps on 2 microphone stand firmly... Never come up short again... Its just a nice accessory to have and cheap too,5,It works for me just fine thank you again Jim Dunlop,1395273600,"03 20, 2014",937,positive,Pick Performance,holds picks in place | snaps on microphone stand | nice accessory | cheap,Affordable pick holder that securely attaches to microphone stands.
A33H0WC9MI8OVW,B0002D0COE,Clare Chu,"[9, 11]","This compact humidifier is easily filled with an included plastic syringe. If you don't over-fill, it will not drip, and you can simply place it in your case instead of the usual sponge.",5,"Very Easy to Use, Non-Messy",1096416000,"09 29, 2004",952,positive,Ease of Use,easily filled | plastic syringe included | no drip | compact,Compact humidifier with included syringe that fills easily without dripping.
AGW1JFTQNX7SZ,B0002D0COE,jb,"[1, 2]","It's simple, basic, but I don't think it does that good of a job. This is because it doesn't really humidify that much and doesn't extend very far into the guitar.",2,Its simple,1368835200,"05 18, 2013",958,negative,,simple basic | doesn't humidify much | doesn't extend far,Humidifier is simple but ineffective at humidifying and reaching far into guitar.
A3HN470MGR70D2,B0002D0COE,"JMAC ""JMAC""","[23, 23]","This is a simple humidifier for guitars with a round sound hole. It would not work for an f-hole archtop or other types of instruments such as mandolin or ukulele. Inside the sturdy plastic case is what appears to be an ordinary kitchen sponge. If you use distilled water (as recommended) it should last quite a while. The top comes off with a gentle press on the sides. The dry sponge can be a little difficult to remove with fingers but tweezers or needle nose pliers work perfectly. Don't push it all the way in after moistening and you won't have a problem. I drip a little distilled water on the sponge, squeeze out any excess, and the assembled case pops in easily between the D and G strings, suspended in the middle of the sound hole. They can't be seen in the photo but there are small ridges on each side that hold the top in place against the strings. I've never had one of these move from where I left it.If the sponge isn't dripping wet you should never have a problem with drops of water in the guitar or case. When the humidity is very low (30% or less) the sponge dries out in 2 to 3 days even if the case isn't opened. As with most humidifiers of this type you will have to check every few days.If you have ever had a crack appear in the top of favorite guitar (or don't want to see one) use a guitar humidifier! Especially during the winter - heating a house tends to drop the indoor humidity below safe levels (between 45% and 60% is ideal for most guitars). Air conditioning can do the same. For especially valuable guitars it would be worth buying a hygrometer to keep in the case but for most guitars having one in the room where you keep you guitar(s) is okay. For many reasons it's always best to keep your guitar in a case or gig bag when not in use. A humidifier is inexpensive extra precaution at those times of year when temperature or humidity changes quickly.",4,A Good Basic Humidifier for Round Hole Acoustic Guitars,1295913600,"01 25, 2011",960,positive,Durability,sturdy plastic case | sponge lasts long | never moves | prevents cracks,Sturdy humidifier with reliable sponge that stays in place and prevents guitar cracks.
APH7O58XJXKPT,B0002D0COE,Michael W.,"[0, 0]",I have one of these in every one of my cases. It's a plastic sponge holder with holes in it; nothing special but it does the job.,5,Planet Waves Acoustic Guitar Humidifier,1393891200,"03 4, 2014",965,positive,,plastic sponge holder | does the job | nothing special,Simple plastic sponge holder that effectively does its job.
A1LI9W7A0CYOHV,B0002D0COE,Russ,"[1, 1]","We all know it's just a container with a sponge in it, no biggie. I bought it to get Super Saver shipping on something else and because I plan to keep an all-solid acoustic guitar at a weekend place where it will sit unused for long periods of time. Jamming it between the guitar strings and getting it hooked onto them feels a bit rough on the strings. But it should do the job.",3,"Simple Product, Kind of Inconvenient",1366416000,"04 20, 2013",967,mixed,Ease of Use,plastic sponge container | rough on strings | does the job,Effective humidifier but feels rough on strings when inserted.
A2CCGGDGZ694CT,B0002D0CQC,b carney,"[0, 0]",Cleans your strings and makes your fingers go across the strings a little faster.This is a good long lasting product and a little goes a long way.It is VERY safe for guitar finishes.,5,Great stuff,1359072000,"01 25, 2013",970,positive,String Performance,cleans strings | fingers faster | long lasting | safe for finishes,Long-lasting string conditioner that cleans and improves finger speed safely.
A3RDS0DJ5EJGA7,B0002D0CQC,B,"[0, 0]","That cloth... They should have included something that doesn't fall apart.Otherwise it's great. I use it as recommended by the container and it keeps the strings nice and conditioned, but I'm with other people here who commented that you can't really tell how much of the stuff is left inside. Good idea to keep more than one of these around.",4,"Easy to use, but...",1372032000,"06 24, 2013",971,mixed,Build Quality,cloth falls apart | keeps strings conditioned | can't see contents,Effective string conditioner but cloth deteriorates and product visibility is poor.
AKYDGCKCY7H9F,B0002D0CQC,"R. W. Milyard ""GearJunky""","[40, 42]","I agree with all of the reviews, but have found another area to use fast fret on: THE NUT. When tuning, the strings (especially the lower wound strings) hang up on the nut which causes the string to pop instead of slide as it would on a roller nut. Dab Fast Fret onto the nut before tuning, and this problem is greatly reduced.",5,Another use,1209513600,"04 30, 2008",993,positive,String Performance,reduces string hang-up | smoother tuning | nut application | prevents popping,Product effectively reduces string hang-up on nut during tuning.
A23AKO4BZLZ8DE,B0002D0CQC,stefanj,"[1, 1]","I got this product to clean and condition my guitar fretboards (well duh!) Does it work? Yes and no. First it did not appear that anything was coming out. After a bit of rubbing I did notice a &#34;slight&#34; bit of solution (turns out its mineral oil)on the fretboard by the frets. I tried to spread it out with the included cloth and discovered that the cloth was useless (a paper towel would hold up better- seriously!) I used an old tee shirt square and spread some of the oil around- but honestly it took me 10 to 15 mins and I noticed NO difference in the appearence or the playability of the guitar. It says to use it before and after each session- thats about 30 mins of my time per guitar (I general play 2 guitars durning the course of a session). I do still use this occasionally, but I would not spend money to purchase it again. Just not what I was looking for in a fret board cleaner.",3,meh.,1393372800,"02 26, 2014",994,negative,Build Quality,cloth useless | mineral oil dispenses poorly | time consuming | no visible results,Fretboard cleaner dispenses poorly and included cloth is inadequate.
A5I7XOLQRH9YE,B0002D0DWK,Corbin,"[0, 0]",This has saved my bass drum head from many holes. Also has no affect on sound of bass drum.Would recommend.,5,Works great,1403568000,"06 24, 2014",1002,positive,Durability,protects bass drum head | prevents holes | no sound impact,Patch effectively protects drum head without affecting sound quality.
A1OGTL9EBDTK3N,B0002D0DWK,Tony,"[0, 0]","I think this patch looks cool on the bass . I don't really hear any difference in sound ,But does give your drum head a better life span",4,It's cool,1398211200,"04 23, 2014",1009,positive,Durability,extends drum head life | cool appearance | minimal sound change,Patch extends drum head lifespan with no noticeable sound difference.
A1UI4WTBYHYUGD,B0002D0E8S,Aaron haszard,"[2, 2]",This strap kicks butt im a tall and big guy so its hard to find longer straps for cheap and baby is long if I have it to max its TO LONG that never happened to me and im 6 4 300 LBS so if your tall buy it don't waste your time with the Planet Wave ones there junk too short and the leather ends are really thin and brake after a few weeks of hard usage,5,very good love the red,1376611200,"08 16, 2013",1010,positive,Fit and Sizing,long strap for tall players | durable leather ends | superior to Planet Wave,Long strap ideal for tall players with durable construction and quality leather.
